Number,Finnish,English,Examples
0223,yhdessä,together,"Haluamme yhden.
We want one.

Laulamme yhdessä.
We'll sing together.

Karataan yhdessä.
Let's run away together.

Rukoilkaamme yhdessä.
Let's all pray together.

Noudan yhden.
I'll get one.

Haen yhden.
I'll get one.

Rikoin yhden.
I broke one.

Haluatko yhden?
Want one?

Tilasin yhden.
I ordered one.

Opimme yhdessä.
We will learn together."
0224,menee,goes,"Menen.
I'm going.

Mene.
Go.

Mene!
Go!

Menen keskustaan.
I'm going to the center of the city.

Menehän nyt.
Go now.

Ettekö mene?
Won't you go?

Mene jonoon.
Get in the queue.

Menetkö kävelemään?
Are you going for a walk?

Mene piiloon!
Hide!

Menen yläkertaan.
I'm going upstairs."
0225,viikon,week,"Ensi viikkoon!
Until next week.

Vietin viikon Istanbulissa.
I spent a week in Istanbul.

Olin viikon Istanbulissa.
I spent a week in Istanbul.

Laihduin tällä viikolla.
I lost weight this week.

Uin kerran viikossa.
I swim once a week.

Sadesäätä kesti viikon.
The rain lasted a week.

Sadesää kesti viikon.
The rain lasted a week.

Viime viikolla satoi.
It rained last week.

Tapasimme viime viikolla.
We met last week.

Kolme viikkoa kului.
Three weeks went by."
0226,monta,various,"Montako omenaa?
How many apples are there?

Montako halusit?
How many did you want?

Montako muksua haluat?
How many kids do you want?

Montako lasta haluat?
How many children do you want?

Montako kirjaa lainasit?
How many books did you borrow?

Montako lippua tarvitset?
How many tickets do you need?

Ostin monta kirjaa.
I have bought a lot of books.

Tiedän monia kanadalaisia.
I know many Canadians.

Montako kahvikupillista joit?
How many cups of coffee did you drink?

Montako kirjaa omistatte?
How many books do you possess?"
0227,yhden,one,"Haluamme yhden.
We want one.

Laulamme yhdessä.
We'll sing together.

Karataan yhdessä.
Let's run away together.

Rukoilkaamme yhdessä.
Let's all pray together.

Noudan yhden.
I'll get one.

Haen yhden.
I'll get one.

Rikoin yhden.
I broke one.

Haluatko yhden?
Want one?

Tilasin yhden.
I ordered one.

Opimme yhdessä.
We will learn together."
0228,mennä,go,"Mennään.
Now let's go.

Mennään!
Let's go!

Saatamme mennä.
We might go.

Mennään ulos.
Let's go outside.

Menin kouluun.
I went to school.

Menin sisään.
I went inside.

Mennään kahville.
Let's go for a cup of coffee.

Mennään hissillä!
Let's take the elevator!

Mennään keskustaan.
Let's go downtown.

Mennään kaupunkiin.
Let's go to the city."
0229,voivat,can,"Koirat voivat uida.
Dogs can swim.

Voivatko kaniinit uida?
Can rabbits swim?

Pyykit voivat odottaa.
The laundry can wait.

He voivat auttaa.
They can help.

Veneet voivat upota.
Boats can sink.

He tekevät mitä voivat.
They do what they can.

Kuurot voivat keskustella viittomakielellä.
Deaf people can converse in sign language.

Marsut voivat kuolla yksinäisyyteen.
Guinea pigs can die of loneliness.

He voivat vain kuunnella.
They could only listen.

Härät voivat olla äärimmäisen aggressiivisia.
Bulls can be extremely aggressive."
0230,miehen,male,"Miehesi soittaa.
Your husband is on the phone.

Näen miehen.
I see the man.

Miehetkin itkevät.
Men cry too.

Soitan miehelleni.
I'll call my husband.

Ahneus sokeuttaa miehet.
Greed blinds men.

Vaatteet tekävät miehen.
Clothes make the man.

Miehesi on puhelimessa.
Your husband is on the phone.

Miehet puhuvat mielellään.
Men love to talk.

Tomi tappoi miehen.
Tom killed a man.

Annoimme sen miehelle.
We gave it to the man."
0231,ukin,Ukin,"Pidän huolta ukistani.
I look after my grandfather.

Tom on Marin ukki.
Tom is Mary's grandfather.

Tomilla on vain hämäriä muistikuvia ukistaan.
Tom only has faint memories of his grandfather.

Minun ukkini on yhä terve sekä fyysisesti että psyykkisesti.
My grandfather is still sound in mind and body.

Oi harmaa kisuliini, ethän kehrää. Ukki saattaa kuulla sinut.
O grey pussycat, please don't purr. Grandpa might hear you."
0232,vaikuttaa,influence,"Vaikuttaa replikalta.
It looks like a model gun.

Vaikutit yllättyneeltä.
You seemed surprised.

Vaikutat surulliselta.
You seem sad.

Vaikutat kiireiseltä.
You look busy.

Vaikuttaa mielenkiintoiselta!
That looks interesting.

Miltä vaikuttaa?
What do you think?

Vaikutat vahvalta.
You look strong.

Vaikutit hullulta.
You seemed crazy.

Vaikutat poissaolevalta.
You seem distant.

Tomi vaikutti ahdistuneelta.
Tom seemed distressed."
0233,luvulla,in the century,"Aloitetaan ensimmäisestä luvusta.
Let's begin with the first chapter.

Vähennä kolme tuosta luvusta.
Subtract three from that number.

Tomi syntyi 1990-luvulla.
Tom was born in the 1990s.

Hän syntyi 1950-luvulla.
She was born in the 1950s.

Taide kukoisti 1400-luvun Italiassa.
The fine arts flourished in Italy in the 15th century.

Tommi asui kommuunissa 1970-luvulla.
Tom lived in a commune in the 1970s.

Tommi eli kommuunissa 1970-luvulla.
Tom lived in a commune in the 1970s.

Tämä kirja koostuu kolmesta luvusta.
This book is composed of three chapters.

Emme enää ole 80-luvulla.
We're not in the 80s anymore.

1300-luvulla Praha säästyi ihmeellisesti rutolta.
Miraculously, during the fourteenth century, Prague was spared from the Black Death."
0234,hän on,he is,"Hän on humalassa.
He is drunk.

Hän on yksinasuja.
He lives alone.

Hän on puhelimessa.
He is talking on the phone.

Hän on novellikirjailija.
She is a short story writer.

Hän on novellisti.
She is a short story writer.

Hän on herrasmies.
He is a gentleman.

Hän on seitsemäntoista.
He is seventeen years old.

Hän on ihana.
He's adorable.

Hän on ranskalainen.
She is French.

Hän on ahdistunut.
He's distressed."
0235,kotona,at home,"Odottele kotona.
Wait for me at home.

Olitko kotona?
Were you home?

Olin kotona.
I was at home.

Oletko kotona?
Are you home?

Pysykää kotona.
Stay at home.

Pysy kotona.
Stay at home.

Kotona ollaan.
We're at home.

Kotona ollaan!
I'm home.

Olemme kotona.
We are home.

Olen kotona.
I am at home."
0236,siitä että,for,"En tykkää siitä, että kiroilet.
I don't like it when you swear.

En pidä siitä, että kiroilet.
I don't like it when you swear.

Pidä huoli siitä, ettet hymyile.
Make sure you don't smile.

Kiitos siitä, että pelastit henkeni.
Thanks for saving my life.

En pidä siitä että minua määräillään.
I don't like being told what to do.

Minä en tykkää siitä, että kiroilet.
I don't like it when you swear.

En tykkää siitä, että sinä kiroilet.
I don't like it when you swear.

En pidä siitä, että sinä kiroilet.
I don't like it when you swear.

Minä en pidä siitä, että kiroilet.
I don't like it when you swear.

Olen iloinen siitä, että löysimme sinut.
I'm glad we found you."
0237,sinne,there,"Menkää sinne.
Go there.

Mene sinne.
Go there.

Katsopa sinne.
Take a look in there.

Jääkää sinne.
Stay there.

Jää sinne.
Stay there.

Ehditkö sinne ajoissa?
Can you get there in time?

Haluan sinistä täytekakkua.
I want a blue cake.

Kiistättekö menneenne sinne?
Do you deny that you went there?

Kiistätkö menneesi sinne?
Do you deny that you went there?

Vien sinut sinne.
I'll take you there."
0238,aikaan,in time,"Aikaako tarvitset?
Is it time you need?

Aika ruuhka!
What heavy traffic!

Mihin aikaan?
What time?

Aika ironista.
It's ironic.

Tuhlaat aikaasi.
You are wasting your time.

Aikansa kutakin.
There is a time for everything.

On aika.
It's time.

Pitkästä aikaa!
It's been a long time.

Arvostan aikaasi.
I appreciate your time.

Hyvänen aika!
Omigod!"
0239,asioita,things like that,"Pahensit asioita.
You made things worse.

Näenkö asioita?
Am I seeing things?

Voitte tehdä asioita.
You have agency.

Voit tehdä asioita.
You have agency.

Tykkään korjailla asioita.
I like fixing things.

Iloitse pienistä asioista!
Enjoy the little things!

Iloitkaa pienistä asioista!
Enjoy the little things!

Nauttikaa pienistä asioista!
Enjoy the little things!

Nauti pienistä asioista!
Enjoy the little things!

Tiedän sellaisista asioista.
I'm aware of such things."
0240,se ei,it does not,"Se ei polta.
He does not smoke.

Se ei sovi.
This is not okay.

Se ei käy.
This is not okay.

Se ei toiminut.
It didn't work out.

Tarkoittiko se ei?
Was that a no?

Se ei toimi.
It doesn't work.

Se ei näytä aukeavan.
It's not going to open.

Se ei vieläkään toimi.
It still doesn't work.

Se ei ole ötökkä.
It's not a bug.

Se ei ole bugi.
It's not a bug."
0241,kuvat omat,Pictures of your own,"Hän näytti minulle kuvan omasta maalauksestaan.
He showed me a picture of his own painting.

Tämä on kuva hänen omasta maalauksestaan.
This is a picture of his own painting."
0242,muuten,otherwise,"Hei muuten.
Hey.

Soitatko muuten viulua?
By the way, do you play the violin?

Missä muuten asut?
By the way, where do you live?

Tomi on muuten paperiton.
Tom is an illegal immigrant.

Soitatko sinä muuten viulua?
By the way, do you play the violin?

Missä sinä muuten asut?
By the way, where do you live?

Minkä ikäinen muuten olet?
By the way, how old are you?

Miten vanha muuten olet?
By the way, how old are you?

Kuinka vanha muuten olet?
By the way, how old are you?

Mistä olet muuten kotoisin?
By the way, where are you from?"
0243,helsingin,Helsinki,"Asun Helsingissä.
I live in Helsinki.

Minä asun Helsingissä.
I live in Helsinki.

He asuvat Helsingissä, Suomessa.
They live in Helsinki, Finland.

Minä en asu Helsingissä.
I don't live in Helsinki.

Minä haluan asua Helsingissä.
I want to live in Helsinki.

Kauniina päivänä Helsingistä voi nähdä Viron rannikon.
On a good day, you can see the coast of Estonia from Helsinki.

En muista, asuuko Jussi Helsingissä vai Turussa?
I don't remember, does Jussi live in Helsinki or Turku?

Asun nyt Helsingissä, mutta olen kotoisin Kuopiosta.
I now live in Helsinki, but I'm originally from Kuopio.

Helsingissä satoi viime talvena yli seitsemänkymmentä senttimetriä lunta.
More than seventy centimetres of snow fell in Helsinki last year."
0244,ja sitten,and then,"Ja sitten?
Therefore?

Ja sitten he suutelivat.
And then they kissed.

Menen lounaalle ja sitten tulen takaisin.
I'll go eat lunch and then come back.

Kävin suihkussa, ja sitten menin nukkumaan.
I took a shower and then went to bed.

Hän suuteli minua ja sitten läimäytin häntä.
He kissed me and then I slapped him.

Koulun jälkeen opiskelen ja sitten pelaan videopelejä.
After school, I study, then play videogames.

Tyttö laulaa ja tanssii ja sitten nauraa minulle.
The girl sings and dances and then laughs at me.

Salama välähti ensin ja sitten kuului ukkosen jyrinää.
First there was lightning and then the sound of thunder.

Se tyttö laulaa ja tanssii ja sitten nauraa minulle.
The girl sings and dances and then laughs at me.

Ensin he kiduttivat vankia, ja sitten he tappoivat hänet.
They tortured the prisoner first and then killed him."
0245,luvun,chapter,"Aloitetaan ensimmäisestä luvusta.
Let's begin with the first chapter.

Vähennä kolme tuosta luvusta.
Subtract three from that number.

Tomi syntyi 1990-luvulla.
Tom was born in the 1990s.

Hän syntyi 1950-luvulla.
She was born in the 1950s.

Taide kukoisti 1400-luvun Italiassa.
The fine arts flourished in Italy in the 15th century.

Tommi asui kommuunissa 1970-luvulla.
Tom lived in a commune in the 1970s.

Tommi eli kommuunissa 1970-luvulla.
Tom lived in a commune in the 1970s.

Tämä kirja koostuu kolmesta luvusta.
This book is composed of three chapters.

Emme enää ole 80-luvulla.
We're not in the 80s anymore.

1300-luvulla Praha säästyi ihmeellisesti rutolta.
Miraculously, during the fourteenth century, Prague was spared from the Black Death."
0246,täysin,completely,"Täysin varmasti!
Definitely!

Tuomas sekosi täysin.
Tom went bananas.

Oletko täysin epätoivoinen?
Are you really that desperate?

Missasit täysin pointin.
You missed the point entirely.

Olen täysin yksin.
I'm entirely alone.

Olen täysin hengästynyt.
I am completely out of breath.

Olin täysin tyytyväinen.
I was satisfied.

Olet täysin hyödytön.
You're completely useless.

Olette täysin hyödyttömiä.
You're completely useless.

Olen täysin tosissani.
I'm completely serious."
0247,asia,thing,"Asia selvä.
Okie dokie.

Esitä asiasi lyhyesti.
Be brief.

Sopikaa asia lopullisesti.
Get it settled once and for all.

Onko asia tärkeä?
Is it important?

Asia herätti mielipideristiriidan.
A conflict of opinions arose over the matter.

Asia on sovittu.
The matter is settled.

Hirveä asia tapahtui.
A terrible thing happened.

Hoitakaa omat asianne.
Mind your own business!

Ovatko asiasi hyvin?
Are you doing well?

Asiamme ovat huonosti.
We're in trouble."
0248,sanoo,says,"Sanonpa!
I'll say!

Sano suoraan!
Give it to me straight.

Sano ""Aaa"".
Open your mouth.

Mitä sanoin?
What did I say?

Varo sanojasi.
Watch your mouth.

Sanoin jotakin.
I said something.

Sanoin huomenet.
I said good morning.

Öitä, sanoin.
I said good night.

Sanoin öitä.
I said good night.

Sanoin huomenta.
I said good morning."
0249,sai,tired,"Tomi sai veronpalautuksia.
Tom got a tax refund.

Tomi sai tukkualennuksen.
Tom got a bulk discount.

Hän sai ykköspalkinnon.
He got the first prize.

Tomi sai kuolemanrangaistuksen.
Tom was sentenced to death.

Lehmä sai keskenmenon.
The cow miscarried.

Tomi sai tutkinnon.
Tom graduated.

Tomi sai sähköiskun.
Tom was shocked.

Patsas sai vaurioita.
The statue was damaged.

Tom sai koiranpennun.
Tom got a puppy.

Tom sai kenkää.
Tom lost his job."
0250,olevan,to be,"Tiedän olevasi vakoilija.
I know you're a spy.

Uskon olevani rakastunut.
I think I'm in love.

Tiedän olevani oikeassa.
I know that I'm right.

Tunnen olevani elossa.
I feel alive.

Tunnen olevani vapaa.
I feel that I am free.

Suunnittelen olevani ajoissa.
I plan on being early.

Tunnen olevani valmis.
I feel like I'm ready.

Tunnen olevani ansassa.
I feel trapped.

Toivon olevani väärässä.
I hope I'm wrong.

Teeskennellään olevamme pari.
Let's pretend to be a couple."
0251,nainen,woman,"Nainen lukee.
The woman is reading.

Olet nainen.
You're a woman.

Olen nainen.
I am a woman.

Nainen puhuu liikaa.
She speaks too much.

Nainen harjaa hiuksiaan.
The woman brushes her hair.

Nuori nainen huokaisi.
The young woman sighed.

Nainen hymyili miehelle.
She smiled at him.

Nainen on kaunis.
The woman is beautiful.

Nainen on lihava.
The woman is fat.

Nainen on paksu.
The woman is fat."
0252,päivää,day,"Päivää.
G'day.

Päivää!
Good day!

Huono päivä!
Bad hair day.

Päivää kaikille.
Good morning, everybody.

Päivää kaikille!
Hello everyone!

Päivää, John.
Hey, John.

Päivää Hanako.
Hello, Hanako.

Päivää Maaria.
Hello, Mary.

Päivää, rouva.
Hello, ma'am.

Päivää, Tom.
Hello, Tom."
0253,ja sen,and its,"Ja sen jälkeen?
And afterward?

Kapteeni ohjaa laivaansa ja sen miehistöä.
A captain controls his ship and its crew.

Kapteeni kontrolloi laivaansa ja sen miehistöä.
A captain controls his ship and its crew.

Hän oli lääkäri ja sen lisäksi runoilija.
He was a doctor; moreover, a poet.

Oli kylmä ja sen lisäksi vielä tuulista.
It was cold, and in addition, it was windy.

Kapteeni on vastuussa laivastaan ja sen miehistöstä.
A captain is in charge of his ship and its crew.

Tomi odotti puoli tuntia ja sen jälkeen lähti.
Tom waited half an hour and then left.

Talo näytti hyvältä ja sen lisäksi hintakin oli kohdillaan.
The house looked good; moreover, the price was right.

Minusta Candy Crush ja sen kaltaiset pelit ovat ajanhukkaa.
I think that games such as Candy Crush are a waste of time.

Tyttö laulaa ja tanssii ja sen jälkeen nauraa minulle.
The girl sings and dances and then laughs at me."
